"STATE","FIPS","AVG_AGE","AVG_AGE_G","AVG_HISPANC2","AVG_WHITE","AVG_BLACK","AVG_OTHER","AVG_MULTI","AVG_INCOME_SCALE","AVG_GENHLTH","AVG_GEN_VGEXCL","AVG_GEN_FRPOOR","AVG_PHYSHLTH7P","AVG_MENTHLTH7P","DIABETES","OVERWT","NOTOVERWT","OBESE","FRUDAY","VEGDAY","FRUVEGDAY","FRUVEGLT1","FRUVEG1PLT3","FRUVEG3PLT5","FRUVEG5PLT7","FRUVEG5P","BMI","PHYSINACT","PHYSACT","PHYSREC","HIGHBP","HIGHCHOL","STROKE","NOWASTHMA","COPD","DEPRESS","FLUSHOT","HIVTEST","DOCTOR","CHECKUP","EVERSMOKE","NOWSMOKE","BINGEDRK","HEAVYDRK","ALWAYSBELT","MSCODE"
"OH","39",47.6969867407864,2.62802013874656,0.0284149432158715,0.814330263925315,0.11374241075675,0.0265514662331761,0.00579813957517369,5.86372109964673,2.54516875515928,0.502210779535283,0.181232304663183,0.220904152098325,0.206917063081772,0.103570806572315,0.353999301586052,0.344083424158691,0.301917274255259,1.28858964811177,1.73415074308065,3.02865671233176,0.100775071452113,0.476344935955159,0.280142019460068,0.100173984120199,0.142737973132663,27.9898937963625,0.322806349142365,0.480314867437709,0.181362012518601,0.335062124346257,0.374972839506794,0.0371033229295997,0.0971603737075345,0.0834031724098972,0.202082114102204,0.399944815924472,0.313237092646695,0.807027962771732,0.70680950227789,0.486659756618052,0.233632456895465,0.171104715847187,0.0569313480670971,0.823126180774491,1.9190379403794
"OK","40",46.8223011377442,2.58500234783595,0.0809293001631961,0.707969330958507,0.0708838835756594,0.0922771717868244,0.0420664395557463,5.63858067278693,2.66827806492062,0.453822020716984,0.206032618798714,0.23608923801315,0.234842938327471,0.110415728863267,0.360234365834894,0.315483880363335,0.32428175380177,1.07618049403598,1.69474935672172,2.77403565600815,0.108868262551462,0.52445392378005,0.268266818897677,0.0699372074727766,0.0984109947708072,28.3509723567591,0.368879264848509,0.418200466660747,0.148750790068639,0.375235148290031,0.41160777312471,0.0348351603814984,0.0899969142385127,0.0783269626625117,0.233801896193856,0.43525877894464,0.300649278711979,0.739479094642388,0.610392204009287,0.482306328582678,0.23700391699974,0.126530003892077,0.041697070389095,0.84556529011785,2.16252390057361
"OR","41",47.4553636949549,2.62131950523955,0.108806402636607,0.790497578399775,0.011275535122702,0.0478078870992115,0.0244558229971728,5.90033821912855,2.51049434142293,0.541035331185032,0.174072880386664,0.254663022766534,0.250288740145905,0.0917173953064803,0.338329993066491,0.398202585108326,0.263467421825178,1.54590081526034,2.13585411985463,3.6640633409483,0.0482058922823279,0.404837755045474,0.327655985968709,0.141346686766232,0.219300366703486,27.3306095493196,0.227111878157898,0.611298892403721,0.240497897966027,0.318416503385323,0.370187123486392,0.0313823974125847,0.113614202608621,0.0652059532074644,0.266292180936383,0.349775790125582,0.364660523051489,0.74518538061241,0.57659863312081,0.447136848006643,0.173114630322821,0.164919142014714,0.0861736891394249,0.938880857822223,1.91486810551559
"PA","42",48.0931397989981,2.64945069528455,0.0537434212980825,0.790914512029096,0.0975535810336974,0.0301931971865051,0.0100534650520154,6.04422192733599,2.51826086716141,0.525576959420819,0.169120546305,0.23016847609146,0.225810234191351,0.100931656553535,0.35182669615612,0.347765189010993,0.300408114832895,1.38487968557236,1.79596323141451,3.18054905954246,0.0834053292850612,0.454108660006932,0.311196386478266,0.099416502101645,0.151289624229752,27.9132503017515,0.323160232361374,0.466938255344074,0.182078165166024,0.33673265320465,0.385128155533817,0.0325679662085381,0.095601257515962,0.0714019605738378,0.182689500135806,0.392577035942761,0.322305804298673,0.857988344369417,0.71674909648164,0.470363296906802,0.209504386625669,0.171829061940015,0.05940433193238,0.780869683651659,1.85146053449347
"RI","44",47.3985014669467,2.60864919004817,0.114678525348944,0.766711359497381,0.0443634017337821,0.0474974949917478,0.00970119688423542,6.1201045328686,2.48179396824074,0.539206181282542,0.162309801979122,0.22059130212984,0.222201118699777,0.0926790851361727,0.381341242162484,0.346375095850053,0.272283661987461,1.45022593081184,1.92363778305801,3.38690387007693,0.0750877943180867,0.421769186032282,0.330244191212779,0.106384153115367,0.17289882843685,27.6106049497741,0.309291420122638,0.476253296182284,0.191592354981046,0.338247638811157,0.386569500810063,0.0266678610991584,0.119656452948465,0.0739907790255645,0.222052267530937,0.452261352637294,0.347857651940145,0.843255691206066,0.786303667468687,0.460396491701516,0.174236129429014,0.178065951933787,0.0607776731661798,0.871439367253016,1.68032786885246
"SC","45",47.2751522887863,2.60962801553392,0.0383458551224679,0.64723485189643,0.255585485667685,0.0215247970472091,0.0168092589029977,5.66403774837374,2.57740047739411,0.503316703701462,0.197265730552642,0.255346130798133,0.218760748272384,0.125091352095068,0.354385407954505,0.329694068139314,0.315920523906179,1.27433173360874,1.74728731771293,3.02393339295722,0.110207022786037,0.46749088155632,0.285555729578589,0.0854720073126173,0.136746366079053,28.1736553000474,0.313280923555059,0.468176857857006,0.176902842120823,0.383759483405315,0.42576899253478,0.0374629885469057,0.0844840140031203,0.0806015025207732,0.196323731630191,0.400837288313963,0.363750838887497,0.760720035489552,0.663767015709704,0.473048110792828,0.220005848877807,0.149365179162539,0.0565250404599968,0.875414138537038,2.17588395285585
"SD","46",47.4768469279418,2.61038110731569,0.026657244068155,0.863284054477421,0.0110358534696014,0.0813882225819988,0.013011303944119,6.12686419844223,2.37975849627065,0.577017584802495,0.126475322190512,0.153267554096812,0.138229144105588,0.0906815199172852,0.373975074434699,0.326403993490587,0.299620932074712,1.28572505166551,1.75371218702339,3.04136263234977,0.084874210748516,0.481000289728489,0.305921930071337,0.0893008906464818,0.128203569451656,28.0013240013995,0.257750785324872,0.527096965281315,0.179696357302775,0.306823493068239,0.36635555338521,0.0280346626833607,0.0792672607828276,0.0447958932164174,0.144509134270898,0.505945951655908,0.263399170306513,0.761336050989132,0.678176289790762,0.469407804015868,0.19559331181819,0.191916049737849,0.0521951157763655,0.651766124605108,2.61711711711712
"TN","47",47.300747824598,2.61010233287786,0.0207195974199184,0.76335384072019,0.157117755688975,0.0335725254177145,0.0172384880960948,5.95799556813729,2.71275638189337,0.46847779098694,0.231385595713118,0.267858096911537,0.197352701386585,0.122424440694966,0.353677735765685,0.311144879812725,0.335177384421595,1.08488230799284,1.75180083214231,2.84733951680596,0.100856224481723,0.488834618362362,0.313173518348216,0.0690416170992566,0.0971356388077037,28.4553031753319,0.417096902265358,0.363542026248781,0.11804568321418,0.388190129675438,0.38703761082372,0.0399737445244539,0.0708579653885032,0.0948679255866246,0.193406260517093,0.449889221562115,0.43511174178825,0.773594538933624,0.756824529061259,0.485106973108461,0.243138867925651,0.0959794546351464,0.0325826010945713,0.894383086531009,2.04074816299265
"TX","48",45.0535693616032,2.50027665194643,0.350472757202646,0.456701286149943,0.112688569390104,0.0420304558208999,0.0143614855872754,5.83941342606794,2.63037049893398,0.45102184411245,0.191575290094744,0.199860453107476,0.183950108013322,0.109450398129561,0.359317495072129,0.331484035629892,0.309198469297985,1.26720097439061,1.90148985720829,3.17879122280613,0.0900980299636948,0.461230951403845,0.296360692642135,0.0962735266113381,0.152310325990332,28.1301186445295,0.361821484415677,0.408718281011001,0.171740163816218,0.311759577567347,0.376775810609469,0.0250287808530934,0.0729241058500919,0.054139214152103,0.159902310192572,0.357505129483863,0.383791083432126,0.668661231711277,0.681811935595361,0.379475768136367,0.158724088058825,0.166543049650543,0.0591509461122148,0.919633634408013,1.8653371320038
"UT","49",43.2161440304651,2.40502732789236,0.122597075554073,0.801412224943745,0.00778872519808908,0.0436976790197522,0.0128362361486867,6.2657660987699,2.34359262447719,0.589720337503411,0.124993195969167,0.204170607397543,0.221493899607476,0.071084938337759,0.355380032902297,0.404478972227871,0.240140994869825,1.49118587599402,1.99541275974923,3.48716097787596,0.0650790780087722,0.428698267181664,0.307592873278204,0.128607657270364,0.198629781531353,27.0017312511021,0.241171911947582,0.531376391625726,0.215071062130774,0.242036808036216,0.334312290804729,0.0203077105645165,0.0904105926517857,0.0397547385856985,0.218994283752451,0.366812509633853,0.253344942159762,0.715416081667625,0.575342777604246,0.276771928481947,0.103287995799513,0.123100824382307,0.0453334534099546,0.806477143157931,1.97278911564626
"VT","50",48.2494517756898,2.65020891586631,0.0107387894776003,0.927370902206792,0.00458858477342285,0.0301289964580534,0.0107137397766859,6.15727214022482,2.3241416324052,0.617171597250532,0.12095059650213,0.200439404241853,0.193490237587662,0.0777967449664011,0.380724541127924,0.373523696380158,0.24575176249192,1.51151686793694,2.0854612962271,3.60555179836408,0.0663391085712475,0.378117842161047,0.346057949760716,0.134503559473617,0.209485099506993,27.2048393971819,0.231041371025527,0.574374734446278,0.224891123998304,0.310622255261331,0.352222287029575,0.0269920834094607,0.112640442553706,0.0565757058588883,0.231646820996795,0.443458448959277,0.307652587151026,0.868022926829878,0.674482519518039,0.464844651884664,0.166045311821278,0.171127912574596,0.0707483373020686,0.851950936167827,2.61413043478261
"VA","51",46.4102160157688,2.56917116962884,0.0768192253973018,0.647154388804931,0.182929725918367,0.0682219365932528,0.00913595783918747,6.16260200103036,2.47436614554908,0.534938038796409,0.159104656308384,0.207961981818888,0.188884675127581,0.0984069739293941,0.376097581384102,0.353029247348651,0.270873171267246,1.43261772704163,1.94255868702838,3.37561854114423,0.0745761522303946,0.428453283217488,0.319334865278076,0.113706014746587,0.177635699274045,27.5280170126855,0.293895459884257,0.503476064926684,0.218286169313179,0.324517128373356,0.385994672249386,0.02710437676019,0.087261132258581,0.0661231946829581,0.164918550064546,0.430987233849333,0.417599813315605,0.764661356078193,0.724623254922132,0.429099867182326,0.190388256268654,0.159450121112688,0.0565518693221115,0.870355430461376,2.02674357629785
"WA","53",46.6446730986657,2.58117690288323,0.0978355739749911,0.732072768860534,0.0316350006788518,0.106287438174879,0.0189983282918098,6.17184377863419,2.4929996744043,0.528639290917864,0.157248204420962,0.228518813761676,0.225145609444934,0.0856796852319343,0.35090064535906,0.376844990108627,0.272053962332423,1.39011273046943,2.0170103907278,3.41266092147192,0.0582561002495763,0.426985505848059,0.348418987852679,0.105572246702151,0.166339406049686,27.4407995073485,0.239259103249381,0.545091748265591,0.209973461705136,0.304320235570472,0.366933429557114,0.0254497991919531,0.0993847971170629,0.0564153127320632,0.23480071348265,0.413363226042528,0.3754261447029,0.724561011863555,0.615732074913912,0.424859341032888,0.160528202030143,0.168197470130533,0.0656375948187952,0.924707981670667,1.85253772290809
"WV","54",48.8180342431536,2.68215302290848,0.0155456800224465,0.926692439776825,0.0336413481313018,0.00918490302652346,0.00985244524835962,5.67133341748047,2.80433724972069,0.415577686299271,0.257012741216979,0.277194591208051,0.230170515508819,0.130393348762377,0.343008319628931,0.30793498573365,0.349056694637414,1.0929561228826,1.74842165366319,2.85074391583404,0.108228855344334,0.488425764948382,0.305073587541512,0.0706841956714112,0.0982717921657696,28.6394811253854,0.348379757661069,0.462051412350164,0.12162933373058,0.409740052951752,0.429396655874552,0.0394470652424619,0.0901019209204249,0.105980998454363,0.219702992934834,0.456676924653316,0.326649867295874,0.766739650257934,0.74378930990368,0.51593495661414,0.272768196348565,0.11194132422664,0.0385949328649048,0.833245747608479,2.53925619834711
"WI","55",47.272700296588,2.6152204884399,0.0501754214201373,0.845054779376531,0.0545132800791403,0.0335295114964509,0.00781853091999358,6.01121024933384,2.48868142374067,0.536932653083845,0.153999272730505,0.221744536605868,0.206006008968863,0.0822679052394485,0.371811642026003,0.330007897594815,0.298180460379184,1.40544195000255,1.77403061151686,3.18264896009043,0.077944151285468,0.469224655919611,0.29055664608295,0.112696276734254,0.16227454671197,27.9112729499765,0.284139838040986,0.501908132070039,0.193093095034292,0.322616502551815,0.362497939461934,0.0223650852971172,0.104023420608182,0.0565743158108267,0.180960871342789,0.369247955013814,0.313328207787622,0.808106255999596,0.681951612948972,0.456328501703745,0.186892718619793,0.225421824252018,0.077947277912038,0.805956839289257,2.17672107877928
"WY","56",46.9749265074339,2.59743416329261,0.0813983905367778,0.848961070120161,0.00739761360342303,0.0372979152816332,0.00868570845811199,6.09261097779983,2.45460583970937,0.545777893107136,0.152174585151128,0.197588040052867,0.173129357290336,0.0862681755797772,0.373358956038278,0.350215018089015,0.276426025872698,1.33958043096306,1.9836233553084,3.3284637070895,0.0758143930472415,0.449818849271127,0.302377000001014,0.1099098979021,0.171989757680613,27.5798600172541,0.28707291863283,0.525517732651502,0.199665182491402,0.286928512171336,0.350302526220633,0.0267499656578985,0.0914393740684382,0.0710400428190685,0.186596334323063,0.339573878744249,0.297132423972651,0.691814660938017,0.587980636829079,0.472706788370866,0.206387165548326,0.166076479515582,0.0579973437504349,0.718521720296326,2.53787878787879
